Rack_(torture) 	Shoe 	1.0
Rack_(torture) 	Tire 	1.0
Phone_sex 	Pornography 	1.0
Meds 	Pet 	1.0
Delete_key 	Stage_name 	1.0
Gin 	Jungle 	1.0
Dallas_Cowboys 	Texas 	1.0
Swingers_(1996_film) 	True_Stories_(film) 	1.0
Kayla 	Mize,_Mississippi 	1.0
Anna_Nicole_Smith 	Nudity 	1.0
Honda 	Motorcycle_components 	1.0
Honda 	Motorcycle 	1.0
Finder_(software) 	Pet 	1.0
Finder_(software) 	Freind 	1.0
Department_of_Motor_Vehicles 	Florida 	1.0
Glass 	Pottery 	1.0
Energy 	Enterra_Vipre 	1.0
Atlanta 	Craigslist 	1.0
Atlanta 	Georgia_(U.S._state) 	1.0
Family_(biology) 	List_of_Invader_Zim_characters 	1.0
Family_(biology) 	Ohio 	1.0
Family_(biology) 	Incest 	1.0
Family_(biology) 	Watchdog_(TV_series) 	1.0
Family_(biology) 	Online_chat 	1.0
Diaper 	Plastic 	1.0
Charleston,_South_Carolina 	South_Carolina 	1.0
Jeep 	Stephen_J._Pyne 	1.0
Jeep 	Jeep_four-wheel-drive_systems 	1.0
Celebrity 	Infant 	1.0
Celebrity 	Nudity 	4.0
Celebrity 	Hairstyle 	1.0
Celebrity 	Hairstyles 	1.0
Celebrity 	Gossip 	1.0
Celebrity 	Robbs 	1.0
Harley-Davidson 	Online_chat 	1.0
Harley-Davidson 	Motorcycle 	1.0
Domino_Recording_Company 	Pizza 	1.0
Candy 	Molding_(process) 	1.0
Cartoon_Network 	World_Wide_Web 	1.0
Barrel 	Crate 	1.0
Mower 	Zero-turn_mower 	1.0
Tractor 	Yesterdays_(1933_song) 	1.0
Antique 	Tractor 	1.0
Nursing 	Trivia 	1.0
Shack 	Sperm 	1.0
Candice_Michelle 	Nudity 	1.0
Nausicaa 	Wind 	1.0
André_Messager 	Yahoo! 	1.0
Invention 	United_States 	1.0
Motorcycle 	Suzuki 	1.0
Motorcycle 	Trailer_(promotion) 	1.0
Composer 	Koji_Nakano_(composer) 	1.0
Fidelity 	World_Wide_Web 	1.0
Days_of_our_Lives 	Spoiler_(aeronautics) 	1.0
Sermon 	Sport_Club_Corinthians_Paulista 	1.0
Bankruptcy 	Unsecured_debt 	1.0
Dragon_Ball 	Pornography 	1.0
Dragon_Ball 	Trunks_(Dragon_Ball) 	1.0
Dragon_Ball 	Sailor_Moon 	1.0
Prisoner_(TV_series) 	Strip_search 	1.0
Jermaine_Jackson 	Walters,_Oklahoma 	1.0
Harry_Potter 	Harry_Potter_and_the_Goblet_of_Fire 	1.0
Delta_Dental 	Michigan 	1.0
Maryland 	Ocean_City,_Maryland 	1.0
Handjob 	Heterosexuality 	1.0
Panic 	Shanghai 	1.0
Chat_room 	Senior_citizen 	1.0
Chat_room 	Gay 	1.0
Lotto_Sport_Italia 	Michigan 	1.0
Democratic_Party_(United_States) 	Obituary 	1.0
Democratic_Party_(United_States) 	Johnstown,_Pennsylvania 	1.0
Democratic_Party_(United_States) 	Tribune 	1.0
Democratic_Party_(United_States) 	Pā_(Māori) 	1.0
Latin 	Pussy 	1.0
Latin 	Translation 	1.0
Latin 	Prostitution 	1.0
Box_Elder_County,_Utah 	Software_bug 	1.0
Pug 	Puppy 	1.0
Pug 	Village 	1.0
Big_Shot_(song) 	Roulette 	1.0
Kuma_River_(Russia) 	Sūtra 	1.0
German_Shepherd 	Puppy 	1.0
Discounts_and_allowances 	Fare 	1.0
Discounts_and_allowances 	List_of_auto_parts 	1.0
Discounts_and_allowances 	Shoe 	1.0
Discounts_and_allowances 	Tire 	1.0
Discounts_and_allowances 	Furniture 	1.0
Stocking 	Teasing 	1.0
401(k) 	Fidelity 	1.0
401(k) 	World_Wide_Web 	1.0
Bed_and_breakfast 	Key_West,_Florida 	1.0
Swimsuit 	Vix,_Côte-d'Or 	1.0
Montgomery_County,_Maryland 	Ohio 	1.0
Marlboro_(cigarette) 	Mass 	1.0
Greetings_(1968_film) 	Yahoo! 	1.0
Ohio 	U.S._state 	1.0
Ohio 	Tax 	1.0
Domestic_pig 	Pork 	1.0
Donkey 	Phat_(comics) 	1.0
Donkey 	Nudity 	1.0
Donkey 	Panties 	1.0
Donkey 	Race_and_ethnicity_in_the_United_States_Census 	2.0
Donkey 	Parade 	1.0
Mobile_phone 	Motorola 	1.0
Mobile_phone 	Prepaid_mobile_phone 	1.0
AirAsia 	Ticker_tape 	1.0
2006_World_Baseball_Classic 	Alabama 	1.0
Adolescent_sexuality 	Russian_language 	1.0
Hardcore_punk 	Junkie_(novel) 	1.0
Airplane 	Midwestern_United_States 	1.0
Hentai 	Naruto 	1.0
Hentai 	Teen_Titans 	1.0
Dickie_Bird 	Virgin_Records 	1.0
Anal_sex 	Pornography 	1.0
Brown_Shoe 	Shoe 	1.0
Myspace 	Polka_dot 	1.0
Myspace 	Top_14 	1.0
Myspace 	Pimp 	2.0
Myspace 	World_Wide_Web 	5.0
One_Life_to_Live 	Spoiler_(aeronautics) 	1.0
Harris_County,_Texas 	Real_estate_appraisal 	1.0
Pilates 	Winsor,_Hampshire 	1.0
Dollz 	Mania 	1.0
Mermaid 	Tattoo 	1.0
Goo_(album) 	World_Wide_Web 	1.0
Jewellery 	Wholesale 	1.0
Fourth_grade 	Geometry 	1.0
Chihuahua_(state) 	Teacup 	1.0
Exhaust_system 	Porsche 	1.0
Game_Boy_Advance 	Read-only_memory 	1.0
Sonya_Mitchell 	Zeigler,_Illinois 	1.0
Match.com 	World_Wide_Web 	1.0
Spades 	Yahoo! 	1.0
Looting 	Race_and_ethnicity_in_the_United_States_Census 	3.0
Looting 	Onion 	2.0
I._A._Richards 	Thumbnail 	1.0
Augustine_of_Hippo 	Florida 	1.0
Bee 	Tumble,_Carmarthenshire 	1.0
Test_cricket 	Typing 	3.0
Departments_of_France 	Jerry_M._Patterson 	1.0
Departments_of_France 	Ohio 	2.0
Departments_of_France 	Family_(biology) 	1.0
Departments_of_France 	Tax 	1.0
Departments_of_France 	Walt_Disney_World 	1.0
Ask.com 	World_Wide_Web 	1.0
Fairy 	Tattoo 	1.0
Fairy 	Wallpaper 	1.0
American_Airlines 	World_Wide_Web 	1.0
